inec_provincia_id,provincia,poblacion,total,acumuladas,lat,lng,created_at
03,Cañar,281396,2,66,-2.733333000000000,-78.83333300000000,15/01/2020
06,Chimborazo,524004,8,115,-1.674347000000000,-78.64829400000001,15/01/2020
05,Cotopaxi,488716,7,63,-0.9333330000000000,-78.61666700000001,15/01/2020
07,El Oro,715751,8,145,-3.266667000000000,-79.96666700000000,15/01/2020
08,Esmeraldas,591083,3,72,1.050000000000000,-79.20000000000000,15/01/2020
20,Galápagos,33042,0,1,-0.7999999999999999,-89.40000000000001,15/01/2020
09,Guayas,4387434,47,1003,-2.183333000000000,-79.88333299999999,15/01/2020
10,Imbabura,476257,8,92,0.3626780000000000,-78.13066700000000,15/01/2020
11,Loja,521154,7,116,-3.983333000000000,-79.20000000000000,15/01/2020
12,Los Ríos,921763,11,164,-1.800000000000000,-79.53333300000000,15/01/2020
13,Manabí,1562079,21,312,-1.056181000000000,-80.45521700000000,15/01/2020
14,Morona Santiago,196535,1,27,-2.300000000000000,-78.11666700000001,15/01/2020
15,Napo,133705,1,22,-0.9890000000000000,-77.81590000000000,15/01/2020
22,Orellana,161338,2,25,-0.4666670000000000,-76.96666700000000,15/01/2020
16,Pastaza,114202,0,19,-1.066667000000000,-78.00111099999999,15/01/2020
17,Pichincha,3228233,47,605,-0.2186110000000000,-78.50972200000000,15/01/2020
24,Santa Elena,401178,0,51,-2.226700000000000,-80.85830000000000,15/01/2020
23,Sto. Domingo Tsáchilas,511151,12,101,-0.2541670000000000,-79.17194400000000,15/01/2020
21,Sucumbíos,230503,1,32,0.08472200000000002,-76.88277800000000,15/01/2020
18,Tungurahua,590600,6,120,-1.241667000000000,-78.61972200000000,15/01/2020
19,Zamora Chinchipe,120416,2,18,-4.120000000000000,-78.80000000000000,15/01/2020
01,Azuay,881394,11,201,-2.897414000000000,-79.00448100000000,16/01/2020
02,Bolívar,209933,1,31,-1.605556000000000,-79.00305600000000,16/01/2020
04,Carchi,186869,4,31,0.8121800000000000,-77.71633000000000,16/01/2020
03,Cañar,281396,0,66,-2.733333000000000,-78.83333300000000,16/01/2020
06,Chimborazo,524004,6,121,-1.674347000000000,-78.64829400000001,16/01/2020
05,Cotopaxi,488716,3,66,-0.9333330000000000,-78.61666700000001,16/01/2020
07,El Oro,715751,13,158,-3.266667000000000,-79.96666700000000,16/01/2020
08,Esmeraldas,591083,4,76,1.050000000000000,-79.20000000000000,16/01/2020
20,Galápagos,33042,0,1,-0.7999999999999999,-89.40000000000001,16/01/2020
09,Guayas,4387434,54,1057,-2.183333000000000,-79.88333299999999,16/01/2020
10,Imbabura,476257,8,100,0.3626780000000000,-78.13066700000000,16/01/2020
11,Loja,521154,5,121,-3.983333000000000,-79.20000000000000,16/01/2020
12,Los Ríos,921763,6,170,-1.800000000000000,-79.53333300000000,16/01/2020
13,Manabí,1562079,20,332,-1.056181000000000,-80.45521700000000,16/01/2020
14,Morona Santiago,196535,1,28,-2.300000000000000,-78.11666700000001,16/01/2020
15,Napo,133705,1,23,-0.9890000000000000,-77.81590000000000,16/01/2020
22,Orellana,161338,0,25,-0.4666670000000000,-76.96666700000000,16/01/2020
16,Pastaza,114202,1,20,-1.066667000000000,-78.00111099999999,16/01/2020
17,Pichincha,3228233,28,633,-0.2186110000000000,-78.50972200000000,16/01/2020
24,Santa Elena,401178,6,57,-2.226700000000000,-80.85830000000000,16/01/2020
23,Sto. Domingo Tsáchilas,511151,9,110,-0.2541670000000000,-79.17194400000000,16/01/2020
21,Sucumbíos,230503,0,32,0.08472200000000002,-76.88277800000000,16/01/2020
18,Tungurahua,590600,11,131,-1.241667000000000,-78.61972200000000,16/01/2020
19,Zamora Chinchipe,120416,0,18,-4.120000000000000,-78.80000000000000,16/01/2020
01,Azuay,881394,14,215,-2.897414000000000,-79.00448100000000,17/01/2020
02,Bolívar,209933,3,34,-1.605556000000000,-79.00305600000000,17/01/2020
04,Carchi,186869,3,34,0.8121800000000000,-77.71633000000000,17/01/2020
03,Cañar,281396,3,69,-2.733333000000000,-78.83333300000000,17/01/2020
06,Chimborazo,524004,3,124,-1.674347000000000,-78.64829400000001,17/01/2020
05,Cotopaxi,488716,7,73,-0.9333330000000000,-78.61666700000001,17/01/2020
07,El Oro,715751,9,167,-3.266667000000000,-79.96666700000000,17/01/2020
08,Esmeraldas,591083,8,84,1.050000000000000,-79.20000000000000,17/01/2020
20,Galápagos,33042,0,1,-0.7999999999999999,-89.40000000000001,17/01/2020
09,Guayas,4387434,65,1122,-2.183333000000000,-79.88333299999999,17/01/2020
10,Imbabura,476257,4,104,0.3626780000000000,-78.13066700000000,17/01/2020
11,Loja,521154,5,126,-3.983333000000000,-79.20000000000000,17/01/2020
12,Los Ríos,921763,9,179,-1.800000000000000,-79.53333300000000,17/01/2020
13,Manabí,1562079,20,352,-1.056181000000000,-80.45521700000000,17/01/2020
14,Morona Santiago,196535,3,31,-2.300000000000000,-78.11666700000001,17/01/2020
15,Napo,133705,0,23,-0.9890000000000000,-77.81590000000000,17/01/2020
22,Orellana,161338,2,27,-0.4666670000000000,-76.96666700000000,17/01/2020
16,Pastaza,114202,1,21,-1.066667000000000,-78.00111099999999,17/01/2020
17,Pichincha,3228233,45,678,-0.2186110000000000,-78.50972200000000,17/01/2020
24,Santa Elena,401178,3,60,-2.226700000000000,-80.85830000000000,17/01/2020
23,Sto. Domingo Tsáchilas,511151,6,116,-0.2541670000000000,-79.17194400000000,17/01/2020
21,Sucumbíos,230503,1,33,0.08472200000000002,-76.88277800000000,17/01/2020
18,Tungurahua,590600,5,136,-1.241667000000000,-78.61972200000000,17/01/2020
19,Zamora Chinchipe,120416,0,18,-4.120000000000000,-78.80000000000000,17/01/2020
01,Azuay,881394,11,226,-2.897414000000000,-79.00448100000000,18/01/2020
02,Bolívar,209933,2,36,-1.605556000000000,-79.00305600000000,18/01/2020
04,Carchi,186869,3,37,0.8121800000000000,-77.71633000000000,18/01/2020
03,Cañar,281396,0,69,-2.733333000000000,-78.83333300000000,18/01/2020
06,Chimborazo,524004,5,129,-1.674347000000000,-78.64829400000001,18/01/2020
05,Cotopaxi,488716,5,78,-0.9333330000000000,-78.61666700000001,18/01/2020
07,El Oro,715751,10,177,-3.266667000000000,-79.96666700000000,18/01/2020
08,Esmeraldas,591083,1,85,1.050000000000000,-79.20000000000000,18/01/2020
20,Galápagos,33042,0,1,-0.7999999999999999,-89.40000000000001,18/01/2020
09,Guayas,4387434,58,1180,-2.183333000000000,-79.88333299999999,18/01/2020
10,Imbabura,476257,6,110,0.3626780000000000,-78.13066700000000,18/01/2020
11,Loja,521154,7,133,-3.983333000000000,-79.20000000000000,18/01/2020
12,Los Ríos,921763,6,185,-1.800000000000000,-79.53333300000000,18/01/2020
13,Manabí,1562079,17,369,-1.056181000000000,-80.45521700000000,18/01/2020
14,Morona Santiago,196535,4,35,-2.300000000000000,-78.11666700000001,18/01/2020
15,Napo,133705,2,25,-0.9890000000000000,-77.81590000000000,18/01/2020
22,Orellana,161338,1,28,-0.4666670000000000,-76.96666700000000,18/01/2020
16,Pastaza,114202,0,21,-1.066667000000000,-78.00111099999999,18/01/2020
17,Pichincha,3228233,47,725,-0.2186110000000000,-78.50972200000000,18/01/2020
24,Santa Elena,401178,5,65,-2.226700000000000,-80.85830000000000,18/01/2020
23,Sto. Domingo Tsáchilas,511151,6,122,-0.2541670000000000,-79.17194400000000,18/01/2020
21,Sucumbíos,230503,3,36,0.08472200000000002,-76.88277800000000,18/01/2020
18,Tungurahua,590600,13,149,-1.241667000000000,-78.61972200000000,18/01/2020
19,Zamora Chinchipe,120416,0,18,-4.120000000000000,-78.80000000000000,18/01/2020
01,Azuay,881394,8,234,-2.897414000000000,-79.00448100000000,19/01/2020
02,Bolívar,209933,6,42,-1.605556000000000,-79.00305600000000,19/01/2020
04,Carchi,186869,2,39,0.8121800000000000,-77.71633000000000,19/01/2020
03,Cañar,281396,2,71,-2.733333000000000,-78.83333300000000,19/01/2020
06,Chimborazo,524004,11,140,-1.674347000000000,-78.64829400000001,19/01/2020
05,Cotopaxi,488716,10,88,-0.9333330000000000,-78.61666700000001,19/01/2020
07,El Oro,715751,8,185,-3.266667000000000,-79.96666700000000,19/01/2020
08,Esmeraldas,591083,3,88,1.050000000000000,-79.20000000000000,19/01/2020
20,Galápagos,33042,0,1,-0.7999999999999999,-89.40000000000001,19/01/2020
09,Guayas,4387434,87,1267,-2.183333000000000,-79.88333299999999,19/01/2020
10,Imbabura,476257,6,116,0.3626780000000000,-78.13066700000000,19/01/2020
11,Loja,521154,5,138,-3.983333000000000,-79.20000000000000,19/01/2020
12,Los Ríos,921763,6,191,-1.800000000000000,-79.53333300000000,19/01/2020
13,Manabí,1562079,23,392,-1.056181000000000,-80.45521700000000,19/01/2020
14,Morona Santiago,196535,0,35,-2.300000000000000,-78.11666700000001,19/01/2020
15,Napo,133705,0,25,-0.9890000000000000,-77.81590000000000,19/01/2020
22,Orellana,161338,3,31,-0.4666670000000000,-76.96666700000000,19/01/2020
16,Pastaza,114202,1,22,-1.066667000000000,-78.00111099999999,19/01/2020
17,Pichincha,3228233,26,751,-0.2186110000000000,-78.50972200000000,19/01/2020
24,Santa Elena,401178,2,67,-2.226700000000000,-80.85830000000000,19/01/2020
23,Sto. Domingo Tsáchilas,511151,4,126,-0.2541670000000000,-79.17194400000000,19/01/2020
21,Sucumbíos,230503,0,36,0.08472200000000002,-76.88277800000000,19/01/2020
18,Tungurahua,590600,11,160,-1.241667000000000,-78.61972200000000,19/01/2020
19,Zamora Chinchipe,120416,3,21,-4.120000000000000,-78.80000000000000,19/01/2020
01,Azuay,881394,8,242,-2.897414000000000,-79.00448100000000,20/01/2020
02,Bolívar,209933,5,47,-1.605556000000000,-79.00305600000000,20/01/2020
04,Carchi,186869,1,40,0.8121800000000000,-77.71633000000000,20/01/2020
03,Cañar,281396,2,73,-2.733333000000000,-78.83333300000000,20/01/2020
06,Chimborazo,524004,9,149,-1.674347000000000,-78.64829400000001,20/01/2020
05,Cotopaxi,488716,4,92,-0.9333330000000000,-78.61666700000001,20/01/2020
07,El Oro,715751,13,198,-3.266667000000000,-79.96666700000000,20/01/2020
08,Esmeraldas,591083,8,96,1.050000000000000,-79.20000000000000,20/01/2020
20,Galápagos,33042,0,1,-0.7999999999999999,-89.40000000000001,20/01/2020
09,Guayas,4387434,77,1344,-2.183333000000000,-79.88333299999999,20/01/2020
10,Imbabura,476257,5,121,0.3626780000000000,-78.13066700000000,20/01/2020
11,Loja,521154,7,145,-3.983333000000000,-79.20000000000000,20/01/2020
12,Los Ríos,921763,14,205,-1.800000000000000,-79.53333300000000,20/01/2020
13,Manabí,1562079,22,414,-1.056181000000000,-80.45521700000000,20/01/2020
14,Morona Santiago,196535,3,38,-2.300000000000000,-78.11666700000001,20/01/2020
15,Napo,133705,1,26,-0.9890000000000000,-77.81590000000000,20/01/2020
22,Orellana,161338,1,32,-0.4666670000000000,-76.96666700000000,20/01/2020
16,Pastaza,114202,0,22,-1.066667000000000,-78.00111099999999,20/01/2020
17,Pichincha,3228233,43,794,-0.2186110000000000,-78.50972200000000,20/01/2020
24,Santa Elena,401178,1,68,-2.226700000000000,-80.85830000000000,20/01/2020
23,Sto. Domingo Tsáchilas,511151,7,133,-0.2541670000000000,-79.17194400000000,20/01/2020
21,Sucumbíos,230503,4,40,0.08472200000000002,-76.88277800000000,20/01/2020
18,Tungurahua,590600,8,168,-1.241667000000000,-78.61972200000000,20/01/2020
19,Zamora Chinchipe,120416,1,22,-4.120000000000000,-78.80000000000000,20/01/2020
01,Azuay,881394,9,251,-2.897414000000000,-79.00448100000000,21/01/2020
02,Bolívar,209933,2,49,-1.605556000000000,-79.00305600000000,21/01/2020
04,Carchi,186869,4,44,0.8121800000000000,-77.71633000000000,21/01/2020
03,Cañar,281396,3,76,-2.733333000000000,-78.83333300000000,21/01/2020
06,Chimborazo,524004,12,161,-1.674347000000000,-78.64829400000001,21/01/2020
05,Cotopaxi,488716,2,94,-0.9333330000000000,-78.61666700000001,21/01/2020
07,El Oro,715751,12,210,-3.266667000000000,-79.96666700000000,21/01/2020
08,Esmeraldas,591083,0,96,1.050000000000000,-79.20000000000000,21/01/2020
20,Galápagos,33042,1,2,-0.7999999999999999,-89.40000000000001,21/01/2020
09,Guayas,4387434,58,1402,-2.183333000000000,-79.88333299999999,21/01/2020
10,Imbabura,476257,4,125,0.3626780000000000,-78.13066700000000,21/01/2020
11,Loja,521154,7,152,-3.983333000000000,-79.20000000000000,21/01/2020
12,Los Ríos,921763,11,216,-1.800000000000000,-79.53333300000000,21/01/2020
13,Manabí,1562079,19,433,-1.056181000000000,-80.45521700000000,21/01/2020
14,Morona Santiago,196535,1,39,-2.300000000000000,-78.11666700000001,21/01/2020
15,Napo,133705,1,27,-0.9890000000000000,-77.81590000000000,21/01/2020
22,Orellana,161338,2,34,-0.4666670000000000,-76.96666700000000,21/01/2020
16,Pastaza,114202,2,24,-1.066667000000000,-78.00111099999999,21/01/2020
17,Pichincha,3228233,43,837,-0.2186110000000000,-78.50972200000000,21/01/2020
24,Santa Elena,401178,6,74,-2.226700000000000,-80.85830000000000,21/01/2020
23,Sto. Domingo Tsáchilas,511151,4,137,-0.2541670000000000,-79.17194400000000,21/01/2020
21,Sucumbíos,230503,1,41,0.08472200000000002,-76.88277800000000,21/01/2020
18,Tungurahua,590600,7,175,-1.241667000000000,-78.61972200000000,21/01/2020
19,Zamora Chinchipe,120416,1,23,-4.120000000000000,-78.80000000000000,21/01/2020
01,Azuay,881394,17,268,-2.897414000000000,-79.00448100000000,22/01/2020
02,Bolívar,209933,0,49,-1.605556000000000,-79.00305600000000,22/01/2020
04,Carchi,186869,2,46,0.8121800000000000,-77.71633000000000,22/01/2020
03,Cañar,281396,1,77,-2.733333000000000,-78.83333300000000,22/01/2020
06,Chimborazo,524004,3,164,-1.674347000000000,-78.64829400000001,22/01/2020
05,Cotopaxi,488716,2,96,-0.9333330000000000,-78.61666700000001,22/01/2020
07,El Oro,715751,3,213,-3.266667000000000,-79.96666700000000,22/01/2020
08,Esmeraldas,591083,3,99,1.050000000000000,-79.20000000000000,22/01/2020
20,Galápagos,33042,1,3,-0.7999999999999999,-89.40000000000001,22/01/2020
09,Guayas,4387434,56,1458,-2.183333000000000,-79.88333299999999,22/01/2020
10,Imbabura,476257,8,133,0.3626780000000000,-78.13066700000000,22/01/2020
11,Loja,521154,8,160,-3.983333000000000,-79.20000000000000,22/01/2020
12,Los Ríos,921763,10,226,-1.800000000000000,-79.53333300000000,22/01/2020
13,Manabí,1562079,24,457,-1.056181000000000,-80.45521700000000,22/01/2020
14,Morona Santiago,196535,1,40,-2.300000000000000,-78.11666700000001,22/01/2020
15,Napo,133705,0,27,-0.9890000000000000,-77.81590000000000,22/01/2020
22,Orellana,161338,0,34,-0.4666670000000000,-76.96666700000000,22/01/2020
16,Pastaza,114202,0,24,-1.066667000000000,-78.00111099999999,22/01/2020
17,Pichincha,3228233,31,868,-0.2186110000000000,-78.50972200000000,22/01/2020
24,Santa Elena,401178,4,78,-2.226700000000000,-80.85830000000000,22/01/2020
23,Sto. Domingo Tsáchilas,511151,7,144,-0.2541670000000000,-79.17194400000000,22/01/2020
21,Sucumbíos,230503,3,44,0.08472200000000002,-76.88277800000000,22/01/2020
18,Tungurahua,590600,12,187,-1.241667000000000,-78.61972200000000,22/01/2020
19,Zamora Chinchipe,120416,0,23,-4.120000000000000,-78.80000000000000,22/01/2020
01,Azuay,881394,7,275,-2.897414000000000,-79.00448100000000,23/01/2020
02,Bolívar,209933,1,50,-1.605556000000000,-79.00305600000000,23/01/2020
04,Carchi,186869,2,48,0.8121800000000000,-77.71633000000000,23/01/2020
03,Cañar,281396,3,80,-2.733333000000000,-78.83333300000000,23/01/2020
06,Chimborazo,524004,2,166,-1.674347000000000,-78.64829400000001,23/01/2020
05,Cotopaxi,488716,5,101,-0.9333330000000000,-78.61666700000001,23/01/2020
07,El Oro,715751,11,224,-3.266667000000000,-79.96666700000000,23/01/2020
08,Esmeraldas,591083,5,104,1.050000000000000,-79.20000000000000,23/01/2020
20,Galápagos,33042,0,3,-0.7999999999999999,-89.40000000000001,23/01/2020
09,Guayas,4387434,60,1518,-2.183333000000000,-79.88333299999999,23/01/2020
10,Imbabura,476257,7,140,0.3626780000000000,-78.13066700000000,23/01/2020
11,Loja,521154,6,166,-3.983333000000000,-79.20000000000000,23/01/2020
12,Los Ríos,921763,6,232,-1.800000000000000,-79.53333300000000,23/01/2020
13,Manabí,1562079,20,477,-1.056181000000000,-80.45521700000000,23/01/2020
14,Morona Santiago,196535,0,40,-2.300000000000000,-78.11666700000001,23/01/2020
15,Napo,133705,1,28,-0.9890000000000000,-77.81590000000000,23/01/2020
22,Orellana,161338,0,34,-0.4666670000000000,-76.96666700000000,23/01/2020
16,Pastaza,114202,0,24,-1.066667000000000,-78.00111099999999,23/01/2020
17,Pichincha,3228233,22,890,-0.2186110000000000,-78.50972200000000,23/01/2020
24,Santa Elena,401178,9,87,-2.226700000000000,-80.85830000000000,23/01/2020
23,Sto. Domingo Tsáchilas,511151,11,155,-0.2541670000000000,-79.17194400000000,23/01/2020
21,Sucumbíos,230503,2,46,0.08472200000000002,-76.88277800000000,23/01/2020
18,Tungurahua,590600,9,196,-1.241667000000000,-78.61972200000000,23/01/2020
19,Zamora Chinchipe,120416,0,23,-4.120000000000000,-78.80000000000000,23/01/2020
01,Azuay,881394,12,287,-2.897414000000000,-79.00448100000000,24/01/2020
02,Bolívar,209933,0,50,-1.605556000000000,-79.00305600000000,24/01/2020
04,Carchi,186869,1,49,0.8121800000000000,-77.71633000000000,24/01/2020
03,Cañar,281396,3,83,-2.733333000000000,-78.83333300000000,24/01/2020
06,Chimborazo,524004,7,173,-1.674347000000000,-78.64829400000001,24/01/2020
05,Cotopaxi,488716,7,108,-0.9333330000000000,-78.61666700000001,24/01/2020
07,El Oro,715751,10,234,-3.266667000000000,-79.96666700000000,24/01/2020
08,Esmeraldas,591083,5,109,1.050000000000000,-79.20000000000000,24/01/2020
20,Galápagos,33042,0,3,-0.7999999999999999,-89.40000000000001,24/01/2020
09,Guayas,4387434,47,1565,-2.183333000000000,-79.88333299999999,24/01/2020
10,Imbabura,476257,8,148,0.3626780000000000,-78.13066700000000,24/01/2020
11,Loja,521154,3,169,-3.983333000000000,-79.20000000000000,24/01/2020
12,Los Ríos,921763,8,240,-1.800000000000000,-79.53333300000000,24/01/2020
13,Manabí,1562079,21,498,-1.056181000000000,-80.45521700000000,24/01/2020
14,Morona Santiago,196535,3,43,-2.300000000000000,-78.11666700000001,24/01/2020
15,Napo,133705,1,29,-0.9890000000000000,-77.81590000000000,24/01/2020
22,Orellana,161338,2,36,-0.4666670000000000,-76.96666700000000,24/01/2020
16,Pastaza,114202,2,26,-1.066667000000000,-78.00111099999999,24/01/2020
17,Pichincha,3228233,43,933,-0.2186110000000000,-78.50972200000000,24/01/2020
24,Santa Elena,401178,4,91,-2.226700000000000,-80.85830000000000,24/01/2020
23,Sto. Domingo Tsáchilas,511151,3,158,-0.2541670000000000,-79.17194400000000,24/01/2020
21,Sucumbíos,230503,1,47,0.08472200000000002,-76.88277800000000,24/01/2020
18,Tungurahua,590600,11,207,-1.241667000000000,-78.61972200000000,24/01/2020
19,Zamora Chinchipe,120416,0,23,-4.120000000000000,-78.80000000000000,24/01/2020
01,Azuay,881394,5,292,-2.897414000000000,-79.00448100000000,25/01/2020
02,Bolívar,209933,3,53,-1.605556000000000,-79.00305600000000,25/01/2020
04,Carchi,186869,0,49,0.8121800000000000,-77.71633000000000,25/01/2020
03,Cañar,281396,3,86,-2.733333000000000,-78.83333300000000,25/01/2020
06,Chimborazo,524004,7,180,-1.674347000000000,-78.64829400000001,25/01/2020
05,Cotopaxi,488716,4,112,-0.9333330000000000,-78.61666700000001,25/01/2020
07,El Oro,715751,12,246,-3.266667000000000,-79.96666700000000,25/01/2020
08,Esmeraldas,591083,3,112,1.050000000000000,-79.20000000000000,25/01/2020
20,Galápagos,33042,0,3,-0.7999999999999999,-89.40000000000001,25/01/2020
09,Guayas,4387434,77,1642,-2.183333000000000,-79.88333299999999,25/01/2020
10,Imbabura,476257,5,153,0.3626780000000000,-78.13066700000000,25/01/2020
11,Loja,521154,3,172,-3.983333000000000,-79.20000000000000,25/01/2020
12,Los Ríos,921763,13,253,-1.800000000000000,-79.53333300000000,25/01/2020
13,Manabí,1562079,20,518,-1.056181000000000,-80.45521700000000,25/01/2020
14,Morona Santiago,196535,0,43,-2.300000000000000,-78.11666700000001,25/01/2020
15,Napo,133705,0,29,-0.9890000000000000,-77.81590000000000,25/01/2020
22,Orellana,161338,1,37,-0.4666670000000000,-76.96666700000000,25/01/2020
16,Pastaza,114202,2,28,-1.066667000000000,-78.00111099999999,25/01/2020
17,Pichincha,3228233,42,975,-0.2186110000000000,-78.50972200000000,25/01/2020
24,Santa Elena,401178,1,92,-2.226700000000000,-80.85830000000000,25/01/2020
23,Sto. Domingo Tsáchilas,511151,11,169,-0.2541670000000000,-79.17194400000000,25/01/2020
21,Sucumbíos,230503,2,49,0.08472200000000002,-76.88277800000000,25/01/2020
18,Tungurahua,590600,7,214,-1.241667000000000,-78.61972200000000,25/01/2020
19,Zamora Chinchipe,120416,0,23,-4.120000000000000,-78.80000000000000,25/01/2020
01,Azuay,881394,12,304,-2.897414000000000,-79.00448100000000,26/01/2020
